"","external_gene_name","go_id","name_1006","namespace_1003","Index"
"17467","ADNP","GO:0005507","copper ion binding","molecular_function",153
"17468","ATOX1","GO:0005507","copper ion binding","molecular_function",529
"17469","DBH","GO:0005507","copper ion binding","molecular_function",1641
"17470","COA6","GO:0005507","copper ion binding","molecular_function",1417
"17471","COX17","GO:0005507","copper ion binding","molecular_function",1473
"17472","LOXL1","GO:0005507","copper ion binding","molecular_function",3813
"17473","LOXL3","GO:0005507","copper ion binding","molecular_function",3814
"17474","HAMP","GO:0005507","copper ion binding","molecular_function",2871
"17475","PRNP","GO:0005507","copper ion binding","molecular_function",5397
"17476","SOD1","GO:0005507","copper ion binding","molecular_function",6501
"17477","MOXD1","GO:0005507","copper ion binding","molecular_function",4225
"17478","RNF7","GO:0005507","copper ion binding","molecular_function",5847
"17479","MT3","GO:0005507","copper ion binding","molecular_function",4327
"17480","SCO1","GO:0005507","copper ion binding","molecular_function",6051
"17481","PAM","GO:0005507","copper ion binding","molecular_function",4873
"17482","SOD3","GO:0005507","copper ion binding","molecular_function",6503
"17483","SNCA","GO:0005507","copper ion binding","molecular_function",6454
"17484","P2RX4","GO:0005507","copper ion binding","molecular_function",4842
"17485","S100A13","GO:0005507","copper ion binding","molecular_function",5980
"17486","C1R","GO:0005509","calcium ion binding","molecular_function",802
"17487","ADAMTS13","GO:0005509","calcium ion binding","molecular_function",111
"17488","CPNE6","GO:0005509","calcium ion binding","molecular_function",1487
"17489","CDH7","GO:0005509","calcium ion binding","molecular_function",1147
"17490","LCP1","GO:0005509","calcium ion binding","molecular_function",3561
"17491","GAS6","GO:0005509","calcium ion binding","molecular_function",2569
"17492","CDH22","GO:0005509","calcium ion binding","molecular_function",1143
"17493","CDH4","GO:0005509","calcium ion binding","molecular_function",1145
"17494","CDH2","GO:0005509","calcium ion binding","molecular_function",1142
"17495","EFHC2","GO:0005509","calcium ion binding","molecular_function",1975
"17496","F7","GO:0005509","calcium ion binding","molecular_function",2173
"17497","ANXA11","GO:0005509","calcium ion binding","molecular_function",344
"17498","ACTN4","GO:0005509","calcium ion binding","molecular_function",86
"17499","CANX","GO:0005509","calcium ion binding","molecular_function",949
"17500","EFCAB11","GO:0005509","calcium ion binding","molecular_function",1967
"17501","IDS","GO:0005509","calcium ion binding","molecular_function",3100
"17502","CDH10","GO:0005509","calcium ion binding","molecular_function",1137
"17503","CDH9","GO:0005509","calcium ion binding","molecular_function",1149
"17504","CDH18","GO:0005509","calcium ion binding","molecular_function",1141
"17505","CDH12","GO:0005509","calcium ion binding","molecular_function",1139
"17506","CDH8","GO:0005509","calcium ion binding","molecular_function",1148
"17507","CAPSL","GO:0005509","calcium ion binding","molecular_function",958
"17508","ITGB1BP2","GO:0005509","calcium ion binding","molecular_function",3254
"17509","LPCAT2","GO:0005509","calcium ion binding","molecular_function",3818
"17510","EEF2K","GO:0005509","calcium ion binding","molecular_function",1964
"17511","CDH11","GO:0005509","calcium ion binding","molecular_function",1138
"17512","ADGRV1","GO:0005509","calcium ion binding","molecular_function",145
"17513","CALB2","GO:0005509","calcium ion binding","molecular_function",922
"17514","EFHB","GO:0005509","calcium ion binding","molecular_function",1974
"17515","CABP7","GO:0005509","calcium ion binding","molecular_function",892
"17516","EDIL3","GO:0005509","calcium ion binding","molecular_function",1956
"17517","CALML3","GO:0005509","calcium ion binding","molecular_function",930
"17518","CCBE1","GO:0005509","calcium ion binding","molecular_function",993
"17519","EFEMP1","GO:0005509","calcium ion binding","molecular_function",1972
"17520","ANXA4","GO:0005509","calcium ion binding","molecular_function",348
"17521","GNPTAB","GO:0005509","calcium ion binding","molecular_function",2691
"17522","CABCOCO1","GO:0005509","calcium ion binding","molecular_function",888
"17523","EGFL7","GO:0005509","calcium ion binding","molecular_function",1987
"17524","FSTL5","GO:0005509","calcium ion binding","molecular_function",2499
"17525","MAN1A1","GO:0005509","calcium ion binding","molecular_function",3953
"17526","ADAM8","GO:0005509","calcium ion binding","molecular_function",109
"17527","DCHS2","GO:0005509","calcium ion binding","molecular_function",1661
"17528","CABYR","GO:0005509","calcium ion binding","molecular_function",893
"17529","LRP1B","GO:0005509","calcium ion binding","molecular_function",3834
"17530","KCNIP2","GO:0005509","calcium ion binding","molecular_function",3336
"17531","EHD1","GO:0005509","calcium ion binding","molecular_function",1994
"17532","EGFL6","GO:0005509","calcium ion binding","molecular_function",1986
"17533","DLL3","GO:0005509","calcium ion binding","molecular_function",1785
"17534","CALM3","GO:0005509","calcium ion binding","molecular_function",929
"17535","ANXA5","GO:0005509","calcium ion binding","molecular_function",349
"17536","ASAH2","GO:0005509","calcium ion binding","molecular_function",484
"17537","DNAH7","GO:0005509","calcium ion binding","molecular_function",1806
"17538","EHD2","GO:0005509","calcium ion binding","molecular_function",1995
"17539","HSPA5","GO:0005509","calcium ion binding","molecular_function",3046
"17540","CLSTN2","GO:0005509","calcium ion binding","molecular_function",1357
"17541","LRP8","GO:0005509","calcium ion binding","molecular_function",3838
"17542","DGKG","GO:0005509","calcium ion binding","molecular_function",1734
"17543","FKBP14","GO:0005509","calcium ion binding","molecular_function",2416
"17544","CETN2","GO:0005509","calcium ion binding","molecular_function",1227
"17545","ADGRL4","GO:0005509","calcium ion binding","molecular_function",144
"17546","CETN3","GO:0005509","calcium ion binding","molecular_function",1228
"17547","ASTN2","GO:0005509","calcium ion binding","molecular_function",514
"17548","EFEMP2","GO:0005509","calcium ion binding","molecular_function",1973
"17549","LPCAT1","GO:0005509","calcium ion binding","molecular_function",3817
"17550","CD248","GO:0005509","calcium ion binding","molecular_function",1097
"17551","MAN1B1","GO:0005509","calcium ion binding","molecular_function",3955
"17552","CDHR1","GO:0005509","calcium ion binding","molecular_function",1150
"17553","AIF1","GO:0005509","calcium ion binding","molecular_function",196
"17554","MAN1A2","GO:0005509","calcium ion binding","molecular_function",3954
"17555","DGKB","GO:0005509","calcium ion binding","molecular_function",1732
"17556","DGKA","GO:0005509","calcium ion binding","molecular_function",1731
"17557","CD320","GO:0005509","calcium ion binding","molecular_function",1099
"17558","LRP2","GO:0005509","calcium ion binding","molecular_function",3835
"17559","EDEM1","GO:0005509","calcium ion binding","molecular_function",1954
"17560","ATP2C1","GO:0005509","calcium ion binding","molecular_function",543
"17561","CLGN","GO:0005509","calcium ion binding","molecular_function",1344
"17562","ANXA3","GO:0005509","calcium ion binding","molecular_function",347
"17563","LTBP4","GO:0005509","calcium ion binding","molecular_function",3890
"17564","CDH3","GO:0005509","calcium ion binding","molecular_function",1144
"17565","ADGRL3","GO:0005509","calcium ion binding","molecular_function",143
"17566","CRELD2","GO:0005509","calcium ion binding","molecular_function",1507
"17567","CAPN12","GO:0005509","calcium ion binding","molecular_function",953
"17568","GSN","GO:0005509","calcium ion binding","molecular_function",2815
"17569","DCHS1","GO:0005509","calcium ion binding","molecular_function",1660
"17570","ACER3","GO:0005509","calcium ion binding","molecular_function",58
"17571","ENPP1","GO:0005509","calcium ion binding","molecular_function",2076
"17572","EML1","GO:0005509","calcium ion binding","molecular_function",2054
"17573","CHP2","GO:0005509","calcium ion binding","molecular_function",1282
"17574","HPCAL1","GO:0005509","calcium ion binding","molecular_function",3003
"17575","F12","GO:0005509","calcium ion binding","molecular_function",2172
"17576","HSP90B1","GO:0005509","calcium ion binding","molecular_function",3039
"17577","FAT1","GO:0005509","calcium ion binding","molecular_function",2322
"17578","HPGDS","GO:0005509","calcium ion binding","molecular_function",3006
"17579","CRTAC1","GO:0005509","calcium ion binding","molecular_function",1523
"17580","FBLN5","GO:0005509","calcium ion binding","molecular_function",2327
"17581","HPCA","GO:0005509","calcium ion binding","molecular_function",3002
"17582","ESYT1","GO:0005509","calcium ion binding","molecular_function",2143
"17583","CIB2","GO:0005509","calcium ion binding","molecular_function",1306
"17584","ACTN1","GO:0005509","calcium ion binding","molecular_function",84
"17585","EPDR1","GO:0005509","calcium ion binding","molecular_function",2096
"17586","ATP2A2","GO:0005509","calcium ion binding","molecular_function",538
"17587","CDH13","GO:0005509","calcium ion binding","molecular_function",1140
"17588","CELSR3","GO:0005509","calcium ion binding","molecular_function",1186
"17589","ITGB1","GO:0005509","calcium ion binding","molecular_function",3252
"17590","BRAF","GO:0005509","calcium ion binding","molecular_function",708
"17591","ANXA6","GO:0005509","calcium ion binding","molecular_function",350
"17592","DOC2B","GO:0005509","calcium ion binding","molecular_function",1838
"17593","CABP1","GO:0005509","calcium ion binding","molecular_function",891
"17594","ANXA2","GO:0005509","calcium ion binding","molecular_function",345
"17595","CCDC47","GO:0005509","calcium ion binding","molecular_function",1030
"17596","CACNA1B","GO:0005509","calcium ion binding","molecular_function",896
"17597","CHP1","GO:0005509","calcium ion binding","molecular_function",1281
"17598","HPCAL4","GO:0005509","calcium ion binding","molecular_function",3004
"17599","ACAN","GO:0005509","calcium ion binding","molecular_function",55
"17600","ITPR1","GO:0005509","calcium ion binding","molecular_function",3264
"17601","ANXA1","GO:0005509","calcium ion binding","molecular_function",343
"17602","CALN1","GO:0005509","calcium ion binding","molecular_function",932
"17603","EFCC1","GO:0005509","calcium ion binding","molecular_function",1971
"17604","ENPP2","GO:0005509","calcium ion binding","molecular_function",2077
"17605","KCNIP1","GO:0005509","calcium ion binding","molecular_function",3335
"17606","DST","GO:0005509","calcium ion binding","molecular_function",1893
"17607","BCL2L10","GO:0005509","calcium ion binding","molecular_function",648
"17608","FSTL4","GO:0005509","calcium ion binding","molecular_function",2498
"17609","DNASE1L2","GO:0005509","calcium ion binding","molecular_function",1831
"17610","CLEC4A","GO:0005509","calcium ion binding","molecular_function",1340
"17611","C1S","GO:0005509","calcium ion binding","molecular_function",804
"17612","CALML4","GO:0005509","calcium ion binding","molecular_function",931
"17613","CAPS2","GO:0005509","calcium ion binding","molecular_function",957
"17614","KCNIP4","GO:0005509","calcium ion binding","molecular_function",3338
"17615","EFCAB14","GO:0005509","calcium ion binding","molecular_function",1968
"17616","CRB1","GO:0005509","calcium ion binding","molecular_function",1499
"17617","CDH6","GO:0005509","calcium ion binding","molecular_function",1146
"17618","BAIAP3","GO:0005509","calcium ion binding","molecular_function",623
"17619","ITPR3","GO:0005509","calcium ion binding","molecular_function",3266
"17620","CIB1","GO:0005509","calcium ion binding","molecular_function",1305
